source,target,source_label,target_label,source_type,target_type,distance,source_base_queriability,pairwise_influence
field:cf_4e7e8ca2916a1e,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Secondary Diagnosis,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,11.208983699403278,0.425,0.00034645593013332265
field:cf_0a229c157b8d2a,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Associated causes,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,11.208983699403278,0.425,0.00034645593013332265
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Procedure undertaken,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_group,canonical_subgroup,18.71428160651323,0.02,1.462393531029431e-07
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Procedure list,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,19.71428160651323,0.02,9.341901778901649e-08
field:cf_0b6364bb149692,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Procedure,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,25.015388051256572,0.39375,6.150799871902336e-08
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_mass_index,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Body mass index,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_group,canonical_subgroup,19.837238674484958,0.02,7.289436235134144e-08
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_mass_index::Single,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Single,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,20.837238674484958,0.02,4.6565576151211334e-08
field:cf_c75844f7868470,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Body Mass Index,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,21.837238674484958,0.43850524475524477,4.914083354986067e-07
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_radiotherapy,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,components / radiotherapy,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,21.86480468891315,0.02,2.4625207908433e-08
field:cf_ed2fd195fdc918,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,date of beginning of radiotherapy,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,22.86480468891315,0.22115384615384615,1.310621079203185e-07
field:cf_af0c9a7d79fe64,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Invaded regional linphonodes,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,11.762765345806331,0.23173076923076924,0.00013400780646048285
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Clinical_cTNM_,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,structure / Tumour - TNM Cancer staging / Clinical (cTNM),structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,8.531484570142691,0.02,9.583939527958602e-05
field:cf_3c63f8bfbf5fd7,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Clinical staging,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,9.531484570142691,0.3653846153846154,0.0008427467145024425
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,structure / Tumour - TNM Cancer staging / Pathological (pTNM),structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,0.0,0.02,0.02
field:cf_c4703128fab784,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Histopathological grading (G),structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,1.9909179623781592,0.29423076923076924,0.07278255683854196
field:cf_72eaea6790449d,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,date of pathological identification,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,2.009165277012483,0.28365384615384615,0.06937685024721109
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,structure / Tumour - TNM Cancer staging,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,8.684089814350632,0.02,8.71872908579711e-05
field:cf_8e35971b63e360,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,topography,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,9.684089814350632,0.26298076923076924,0.0005517977439772309
field:cf_e5c01940113606,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,irradiated area 1,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,26.09448637835019,0.1610576923076923,1.2886402839212153e-08
field:cf_fc5be63ab59287,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,irradiated area 2,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,25.33765975658053,0.31490384615384615,4.0282209557898125e-08
field:cf_821e1930333a5c,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,irradiated area 3,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,26.433608523114483,0.10336538461538461,6.702123915997435e-09
field:cf_c9b3a708f95249,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,fields/insertions 1,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,25.924707418854123,0.1923076923076923,1.709472065426239e-08
field:cf_bbec72e0a270f7,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,fields/insertions 2,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,25.704015744811016,0.23557692307692307,2.4011655638825952e-08
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_chemotherapy,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,components / chemotherapy,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,21.44753549086854,0.02,3.189590184701016e-08
field:cf_ccf42da6435cdd,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,duration of treatment,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,24.466476459977834,0.16538461538461538,3.63084314968582e-08
field:cf_e7f0fa8ccde04c,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,schema,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,24.392112276073153,0.1923076923076923,4.4211222991856704e-08
field:cf_ec7d5ae391fa0a,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,date of beginning of chemotherapy,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,24.485658122281787,0.15865384615384615,3.441898678014565e-08
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_transplantation,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,components / transplantation,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,21.74291423952834,0.02,2.655831041317898e-08
field:cf_c89fef6e42073d,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,indicator of transplantation,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,23.74291423952834,0.15096153846153845,5.190472840825206e-08
field:cf_d7a40eea03f1d2,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,number of transplantations,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,23.74291423952834,0.15096153846153845,5.190472840825206e-08
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_weight,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Body weight,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_group,canonical_subgroup,20.28298263341901,0.02,5.5293206201620864e-08
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Body_weight::Simple,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Simple,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,21.28298263341901,0.02,3.532179884661301e-08
field:cf_cc107606becdfc,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Weight,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,22.28298263341901,0.11971153846153845,1.0176104802211019e-07
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Height/Length,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Height/Length,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_group,canonical_subgroup,20.192159292852082,0.02,5.849612534560173e-08
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Height/Length::Simple,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Simple,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,21.192159292852082,0.02,3.7367852484977456e-08
field:cf_1b05aa3c7da77f,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Height/Length,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,22.192159292852082,0.18221153846153845,1.6386143764082226e-07
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,openEHR-EHR-COMPOSITION.hospitalisation.v1,structure / Tumour - TNM Cancer staging / Pathological (pTNM),composition_family,canonical_subgroup,16.06063713605929,0.02,7.578642317757612e-07
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Patient discharge,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_group,canonical_subgroup,21.084424901018224,0.02,3.364134584450491e-08
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Components,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,22.084424901018224,0.02,2.1490395158422007e-08
field:cf_79ed78f34fef6f,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,date of discharge,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,25.209290069211832,0.8854166666666666,1.2264452488580902e-07
field:cf_be52992cb12705,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,hospital infection,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,27.242345335534978,0.13541666666666666,5.317982304862109e-09
field:cf_1285e1e2c004f2,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,claim reason,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,26.06346549241622,0.39375,3.211615624426555e-08
field:cf_80f721f9446bd3,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,death indicator,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,26.343500294682293,0.39375,2.699732092019763e-08
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Authorization for hospital admission,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_group,canonical_subgroup,21.42480282320541,0.02,2.7240954738834978e-08
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Components,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,22.42480282320541,0.02,1.7401767590872933e-08
field:cf_ba8421601b1980,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Issue date,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,24.181362713858523,0.9270833333333334,2.4288551560351067e-07
field:cf_ba09c313b94cba,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,ICU - Total,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,24.746575246452345,0.39375,7.266291655920588e-08
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Patient admission,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_group,canonical_subgroup,20.231997686677097,0.02,5.7068980163397764e-08
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Tree,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,22.620684091039294,0.02,1.541167594949943e-08
field:cf_3db72fcc22b158,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Patient class,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,27.93486642954872,0.13541666666666666,3.4615999210533456e-09
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Facility,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Tree / Assigned patient location / Facility,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,23.546892385789224,0.02,8.678739141641229e-09
field:cf_9449e602105d68,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Universal ID,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,24.546892385789224,0.7395833333333334,1.544708358559037e-07
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Address,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Tree / Assigned patient location / Address,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,23.80736993444948,0.02,7.384477616785959e-09
field:cf_1d8359b2d21168,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,State/province,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,24.80736993444948,0.4875,8.663575100593579e-08
field:cf_10f7d6c8e1d5c5,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Admission type,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,27.116774509259017,0.39375,1.671501843654969e-08
field:cf_2a67f6f1c22886,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Hospital service,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,26.248844827794947,0.59375,4.317087985738784e-08
field:cf_22f759c45e42f4,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Admit date/time,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,25.807558311403742,0.9583333333333334,9.16064001579778e-08
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Problem/Diagnosis,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_group,canonical_subgroup,20.93746009524689,0.02,3.6850678138940945e-08
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,structure,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,21.93746009524689,0.02,2.354054557514152e-08
field:cf_2db2fd852fb674,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Problem,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,23.97041101736367,0.9583333333333334,2.861546681201342e-07
field:cf_49398dcbba5447,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Secondary Diagnosis,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,23.905560300773352,1.0815217391304348,3.3618734806049817e-07
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Procedure undertaken,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_group,canonical_subgroup,21.95188724646801,0.02,1.9647089050030136e-08
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken::Procedure_list,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Procedure list,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,22.95188724646801,0.02,1.2550737694901739e-08
field:cf_18704e514938d4,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Procedure,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,23.95188724646801,0.6770833333333334,2.0450979938058756e-07
family:openEHR-EHR-COMPOSITION.demographic_data.v1,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,openEHR-EHR-COMPOSITION.demographic_data.v1,structure / Tumour - TNM Cancer staging / Pathological (pTNM),composition_family,canonical_subgroup,17.542865302140513,0.02,3.0233110557718415e-07
group:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,Demographic data,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_group,canonical_subgroup,18.542865302140513,0.02,1.6263733655709434e-07
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,components,structure / Tumour - TNM Cancer staging / Pathological (pTNM),canonical_subgroup,canonical_subgroup,19.542865302140513,0.02,1.0389419752349608e-07
field:cf_7f3b6795a0e812,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,birth date,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,23.83437362732878,1.09375,3.553301712846788e-07
field:cf_e7551706658b4a,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,gender,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,25.168406487127626,0.39375,5.5940901134279706e-08
field:cf_19e1b0f55ef007,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,race,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,26.835991172598874,0.1846590909090909,9.329565790743694e-09
field:cf_4122372d727029,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,ethnic group,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,26.835991172598874,0.1846590909090909,9.329565790743694e-09
field:cf_7ab0248b87b82e,subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure_/_Tumour_-_TNM_Cancer_staging_/_Pathological_pTNM_,educational level,structure / Tumour - TNM Cancer staging / Pathological (pTNM),field,canonical_subgroup,25.89226952415636,0.39375,3.571249807411441e-08
